author,text
@muhammadbahrululum9928,Kasian bapak prabowo di serang terus sama ganjar dan pak anis😂
@technocats5473,"Nangis probowo.. istirahat di rumah pak, nikmati masa tua, tidak harus menjadi president untuk mensejahterkan rakyat"
@rustisihombing1920,Igak bagus ajaran orang tua maka anak igak beres laki bandal wajar itu perempuan igak cocok laki Uda suka sama prempuan sembuyi pun di kejar cuma orang tua kmi beres megajari anak
@user-zj4xv8fx8q,Info loker pakkkkkk
@user-mv3fh9ed7g,1 amiin
@rustisihombing1920,Bagus itu teru Tama sama anak gadis
@DedyThiley,No 1 Semoga Jadi Presiden
@user-zj4xv8fx8q,Info loker pak 4:24:20
@user-cx2ok9yd9m,Prabowo insya allah gagal lagi
@rustisihombing1920,Of mukin di nasehati orang tua mukin
@muhammadbahrululum9928,Wkwk
@user-zj4xv8fx8q,Info loker pak
@user-zj4xv8fx8q,Info loker
@didiprayodi3553,Aminn 01
@radevagaleri2381,"pak ganjar banyakan liat catatan, jadi kurang natural. mendingan pak RT gua kalo debat selalu berapi-api 😁"
@SuardiSuardi-ek1tf,"Sy tetap sagat yakin dan petcaya 1000 persen bahwa p. Prabowo,Gibran yg menang Pilpres 2024,."
@channelanak8803,Amin no 1
@animechannel7907,"Kok cara bicara ps mirip pak harto ya
Jangan""😯😯😯"
@franssuseno2190,Anis jadi mentri pendidikan ga di pakai lagi..kerja apa anis..banyak kecewa orang DKI..
@jhunachannel7774,Pak Anies memang yang terbaik
@SuardiSuardi-ek1tf,"Sy sangat simpati dan sangat setuju kpd paslon No 2 yaitu Bpk Prabowo Subianto yg tdk menjelaskan kpd paslon No 1 dan No 3, dlam debat Capres2024, tentang di Mehan, karna P. Prabowo masih melekat  Sumpah Prajurit No 5 yaitu memegang segala Rahasia Tentara dan Negara dengan sekeras2 nya,."
@eriksoemir1068,"Seharusnya perihal tema tema debat yg di bahas seharusnya no 2 pakarnya karna itu bidangnya sebagai menhan, tapi malah kaga ada isinya😂"
@franssuseno2190,"Anis, jadi gubernur kali tugu utara cagar budaya, pekerja pansus nya di kurangin,..karena banyak pekerja tuh liat kali penghubung tugu kotor..mana gubernur anis, dp o %, pekerjaan gubernur mana..."
@dante.g9743,Di DKI anggaran 80T kebawa angin masih mau di pilih ?
@spartajakarta912,"muka Cerah hari ini, Pak Ganjar dan pak Anis."
@SigitHartoyo-xi4no,"Terkadang org pandai mencari kesalahan atau kekurangan orang lain, tanpa di sadari bahwa dirinya lbh bnyak kekurangan dan kslhnnya, kita bebas menentukan pilihan kita, tp yg terpenting jangan karena kita suka pada satu calon lalu kita mnjelekan calon lain, kita hanya berharap calon yg kita pilih adalh org yg punya jiwa pemimpin, bisa mmbawa Indonesia mnjadi lbh baik dari sebelumnya, smga yg ku pilih mmpu mnjaga kedaulatan bangsa, meningkatkan keamanan, pangan, kerukunan beragama, ras suku dan sebagainya, karena dengan itu akan terwujud bhineka tunggal Ika 🙏"
@zahrayasifah1228,No.1 presiden amiin😇🥰
@tepakdablongan7397,Siapa saja boleh yang penting jangan mas aniss
@mochzulfikaryusuf3351,aku dari 2 ke 3
@cucuharinurcahyo3889,"Paslon 1 terlalu mengkritis paslon 2,,, negara kita negara hukum, untuk mengenai kepemilikan aset, kalo beliau salah ya silahkan di laporkan,, jangan di jadikan alat ngemis suara rakyat,,, dengan mengkritsi paslon no2"
@drdajoh,perfecy dimana etika saat berkuasa terjadi kelebihan bayar berjilid bahkan didukung oleh partai kadernya kena kasus korupsi ditengah petani menderita seperti korban banjir berjilid diberikan hiburan Formula E tidak tepat sasaran dan dimana etikanya
@peoplecommon3811,"Acara debat gini ga usa pake penonton di lokasi napa, biar ga ribet buang2 waktu suruh tenang penonton yg sulit diatur"
@bonesbeatz7506,Saya tetap all in prabowo gibran❤❤
@haromaenpetualang6412,Terlalu takut dgn Amerika Serikat maka siap siap menjadi budaknya.kasian negri ini..
@mrrjra5587,Prabowo Anies tidak bersalaman di akhir debat.. kenapa
@haromaenpetualang6412,Menikmati 3 pesawat RAFALE aja masih nunggu th 2026...JK terjadi perang SDH mampus 😃😃😃😃
@alialghazali4384,Anis nyerang bukan fakta. Tpi emng grakan demokrasi yg harus di luruskan karna udh dinodai hnya krna ambisi seseorang hruss menempus mk paman di suap
@anggihlufi3713,Menteri pertahanan yg tidak bisa menahan 😂
@marnaekpardede1671,Anis teori manis tapi pelaksanaan pahit
@user-tr7ev3fg5l,😊
@haromaenpetualang6412,👍👍👍👍👍👍👍👍👍👍👍🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
@dans2289,Masa pertahan harus di buka secara umum ancur lah negara ini mana live yt 😅
@LeeHoan-ix8py,Ga ada rocky gerung ga rame
@cucuharinurcahyo3889,Tetap no 2
@MirzaGhulam-dh3uf,"Saya tidak setuju kalo debat dan tanya jawab seperti kuis di TV² Lokal, Saya lebih setuju kalo debat dan tanya jawab Di bawakan Mbak Najwa, dan saya tau di sini ada yg di sudut kan.."
@dante.g9743,02 FIX JADI PRESIDEN RI 2024
@fadhil17214,prabowo ngapa bat dah bkin males nyoblos nya
@ahmaddarmawan9652,"Prabowo sejauh ini, ini yg paling jauh ancurny😂"
@gabsbut9236,"gimna si anis kekurangan negara mau dibuka bukaan, negara lain tau jadinya kelemahan negara kita aneh"
@Diono-xw5bn,Retorika menggunakan data yg kurang tepat mengalahkan prestasi.  Indeks militer kita meningkat th 2022 dr ranking ke 15 menjadi ke 13 terbaik di dunia.
@devidhermanto1469,pak prabowo ama pak anis ga salam salaman saling jauh2 an n jgn di masukan hati namanya demi KEMAJUAN NEGARA INDONESIA
@ramawirandana,"gila ya wowo ,ngeri bgt dia klo jadi mah"
@doctorstrange42,"LUR TELUR DIMANA BELI BAJU YANG DIPAKAI PAK GANJAR LUR. KEREN BEUT 😂😂😂❤❤❤
Ganteng dan gagah presiden Indonesia. Gak malu2in Dunia.🎉🎉🎉🎉"
@RRR-CRAB,"Gelar orang2 itu banyak sekali yah, gelar terakhir nya pasti ALMARHUM 😂😂"
@user-qj6ht5ur3z,"tong kosong nyaring bunyinya , tetep no 2🎉"
@dans2289,Terlalu pendek mendesak proses kerja seorang menham😂 bener 2024 go probowo
@anisferamida8201,"Ini kan debat capres, kenapa mereka mempertanyakan semua ke pak Prabowo sebagai menhan??? Padahal pak Prabowo tidak mempertanyakan mereka ketika jadi gubernur??? Pak Prabowo tuh capres bukan camenhan😂"
@abhiramarahardjo8382,Abw Keren abieess❤❤❤
@m.isninpratamaisnin6534,AMIN ❤
@imamzsuebannyuu,Anis punya dendam pribadi.. semua kata2 nya hanya mencari kejelakan dan menjatuhkan...
@RRR-CRAB,"Dari zaman Soekarno sampe zaman jokowi, kenapa presiden kita, ga ada yg berkumis 😂"
@BNP674,PRABOWO NO OMON”
@yusrilmahendra8445,All in prabowo
@Orensejak1994,"Dari awal aja gak mau di kritik si bowo😂😂 tar KLO jdi presiden gmna nglayanin buruh,ojol,mahasiswa ?? Yg ada adu domba Ama kepolisian 😂😂.Negara demokrasi ini,masing2 punya hak suara.."
@user-jb4ud8kz4r,Yang gak punya gagasan ya bisanya cm gibah 😅
@syekhulkhan6010,"Jadi menteri pertahanan aja gagal mau jadi presiden hhhh 😂
Mi"
@fadilfadil1126,Babak belur si gemoy malam ni😂😂😂😂😂😂😂😂😂
@user-mv8yc6if1y,Anis....mantep... 🥰
@yudisambelulek1981,"Anis pinter omong udah biasa kan mantan dosen
Toh kerja di dki cuman bisa bikin setadiun aja 
Sok2 kritik pemerintahan jokowi"
@bamchennel478,Prabowo yes.....
@user-pl3fd3dh9z,Pak Anis menang telak tak terbantahkan .. ini bukan soal menjatuhkan lawan tapi ini soal perdebatkan semua berhak memakai steatment menyerang & bertahan .. kalau gk ada menyerang itu namanya diskusi kerja kelompok
@ghlyindrys11,"lebih berhati2 dlm memilih, apalagi yg banyak JANJI tp BULLSHIT😮"
@iksanbima1781,"Dari Anas bin Malik ra bahwa Rasulullah SAW bersabda, ""Sekiranya manusia memiliki satu bukit berupa emas, maka ia menginginkan untuk memiliki dua bukit (emas). Dan tidak akan ada yang dapat memenuhi keinginan manusia kecuali tanah(kubur)."
@yoyo8571,"saya pikir malam ini sah sah saja kritikan kepada pak probowo karena itu emang tugasnya dan saya sangat kurang puas atas jawaban yg beliau sampaikan, kalau pak anis jelas kemarin dikritik tentang jadi pemimpin karena itu pernah menjadi tugas beliau."
@restarea841,"salut pak anis, jawabanya selalu memuaskan klo di tanya mahasiswa dan wartawan.. ""SIAP DI TANYA APA SAJA OLEH SIAPA SAJA, BAHKAN DALAM WAKTU YANG SANGAT SINGKAT (Anies Baswedan)"
@adicung6306,"2 lawan 1 kasian pak Prabowo.
2tahun kena corona semua masyarakat juga tau situasi itu gimna rasanya."
@stoppers6147,Anis klw bicara daging semua
@antisedekah,kinerja wowo minus semua
@user-lh2te6gq6c,Perkuatkan pertahanan supaya pas di tagih utang bisa melawan ngeriii capres no 2
@fadilfadil1126,Love u anis
@ivanwirabuana,Saya tidak akan menitipkan keamanan diri saya kepada orang yg hanya pandai bicara hahaha
@alfisahrriski1763,Bapak prabowo tetap pilihan ku
@ramawirandana,"mana etika mu wowo, cawapres mu aja no etika"
@Nurlestianto,"Ini bagaimna ini endingnya persoalan debat saja langsung menunjukan amarahnya, bagaimna jadi pemimpin ini..? Asli, gua jadi makin SULIT lihat hal seperti itu. Astaghfirullah"
@luckyman2387,Prabowo K.O
@wahyutanjung7313,"Apapun jawaban2 kalian yg meyerag kami tetef PK Prabowo.
Karna kalian yg meyerag haya pandai ber bicara 
Dan meragkai kata2 
Kalian haya bertanya yg kalian tidak tau artinya kalian pegentau .dn tidak mungkin kalian lebih paham daripada pak Prabowo."
@wahyutanjung7313,"Apapun jawaban2 kalian yg meyerag kami tetef PK Prabowo.
Karna kalian yg meyerag haya pandai ber bicara 
Dan meragkai kata2 
Kalian haya bertanya yg kalian tidak tau artinya kalian pegentau .dn tidak mungkin kalian lebih paham daripada pak Prabowo."
@wahyutanjung7313,"Apapun jawaban2 kalian yg meyerag kami tetef PK Prabowo.
Karna kalian yg meyerag haya pandai ber bicara 
Dan meragkai kata2 
Kalian haya bertanya yg kalian tidak tau artinya kalian pegentau .dn tidak mungkin kalian lebih paham daripada pak Prabowo."
@laneazirorsa8816,"Salut buat pak Prabowo, usia paling tua diantara calon lainnya, tapi beliau satu2nya yg tdk menggunakan kaca mata untuk membaca dalam debat, sehat selalu pak Prabowo, tetap tenang walau diserang terus oleh kedua kubu lawan"
@asepwar6994,"Para netizen harap tenang yah, jangan saling ejek mereka2 adalah putra2 bangsa yang terbaik. Siapapun presidennya kita2 mah tetep aja rakyat biasa😂"
@anisferamida8201,"Anis kebanyakan membahas masa lalu pernah pernah pernah,, dia aja padahal makan omongan sendiri gak mau jadi penghianat nyatanya wwkwk😂"
@mochammadiswahyudi123,Mantabbb debatnya
@chillibachtiar2951,"Berharap besar dalam memilih keluarga TNI gunakan hati nurani, tidak karena alasan yang lain, yang dipertaruhkan adalah nasib bangsa Indonesia dan negara, luarbiasa pahala dan kekebahagian untuk bangsa dan negara tidak bisa dinilai oleh uang berapapun. nasib bangsa Indonesia ditangan rakyat Indonesia, pilih dg hati nurani yang capres dan cawapres nya matang dan teruji....ya Allah lindungi Negeri ku dengan cara Mu ya Allah"
@harapanbarunusantara3362,*_GANJAR MAHFUD 2024👍🇮🇩_*
@yunanidenizeryuna,Sabar ya pak sabar ya pak...pak prabowo adalah orang baik...kita liat dr bhatin.jd bkn ngarang ya....pak anis ganjar...hmm kurang sk sy maaf yah...bhatin sy no...
@melatiprajawati4855,Tetep pilih prabowo gibran gw ..
@fadilfadil1126,Si gemoy emosyian
@ridhoopratama,"Padahal KPU sudah membuat tema debat agar dikuasi beliau, namun kenyataan jadi Bumerang beliau karena waktu menjabat kinerja beliau kurang dan membuat kebijakan yg membayahakan prajuritnya. Pesawat bekas cok mati sisa² tni kita 😢😢😢 saya gak rela juga.!!"
@riohandoyo3572,"Saya rasa jadi bukan level Bagi Pa Anis debat dengan 2 kandidat tersebut yang terkesan tak punya misi sama sekali dan kinerja yg telah terbukti dan terlihat hasilnya , bagi saya sayat ini prestasinya berhasil merubah prasyarat ketentuan jadi calon presiden RI dan yg satunya berhasil ngajak joget lebay..
Yang menurut saya kedua kandidat ini ya dia dia juga ya dia dia lagi..
Takkan maksudnya.. 
Saat ini no debat kita kasih kesempatan yg dari independent non partai memimpin dan di dukung sama beberapa partai di belakang nya ..
Semoga Indonesia terbebas dari utang yg g jelas peruntukannya..
Serta keadilan di tegakan seadil adilnya tak pandang bulu pada siapa saja yg melanggarnya..
Membawa kedamaian umat beragama melibatkan penista agama dan memberi efek jerawat bagi orang yg menimpa dan diskriminasi bukan kaya sekarang ini..
Teriak NKRI tapi hatinya bajingan sentimen agama NKRI harga mati dan toleransinya buat senjatanya saja pencitraan di bibir..
Semoga terwujud Aamiin yra.."
@restarea841,"yg namanya debat harus sentil sentilan, nanti akan kliatan kwalitasnya masing2 dan mana yg menjujung tinggi etika dan tdk terbawa emosi."
@JalanIcipVinaBabeh,Ini baru namanya debat. Attack attack
@TahitianNoni,Ungat kah dengan tahun 1998 apa yg terjadi???  Msh ingat ksh semuanya
@alvienzaien1088,Anies
@shodiqmusthofainala7717,ANIS GAK TAU DIRI BANGET!!
@keyy_h,"prabowo kalo udah benci, Anies ngomong bener gimanapun yaaa disalah2in. dendaman orgnya. ngeriii"
@muhammadmuttaqin9525,"Apa ini? Pembukaan visi misi Anies cuma menyudutkan dan menyerang Prabowo doang cukk.

Kok lucu ya si Anies ini"
@adamyunus7529,"Anies Baswedan cuman pintar berkata-kata aja, sedangkan pak Prabowo tidak banyak kata,tapi nyata"
@lisbonsihombing5466,"Kl debat mah, ga jd patokan..slmt pak prabowo pst menang jd prrsiden..."
@haidaralhassni8800,Amin amin amim amin amin 😘🥰😍😘🥰
@uchihamadara012,yuk melek yuk wkwk
@lisbonsihombing5466,Saya filing pak prabowo jd presiden 2024-2029..jadilah presiden yg mementingkan masyrakat banyak.
@padilproduction1592,Yg banyak omong yg banyak bohong. Itu ciri2 manusia
@wrestlingvideo3178,Orang pintar dan cerdas pasti milih Aamin tapi kalau mau dibayar satu juta tiap komen dan konten pasti pilih nomor 2 dan 3😂
@rianaja4889,"Maupun gimana hasil debat ini tetep prabowo presiden, yg laen sukur bacot dan dan waw dengan gagasan dan narasinya, bikin ragu dengen kerjanya nntii yg tak sesuai kata2 manisnya, jdii ttp 02 maju2"
@odeyyunias2639,Benar benar kena rujakkkkk pedes 🤣
@cuteM-,"Bukti prabowo gak becus menjadi Menhan.. malah ambisi amat jd presiden 😂
Topik debat urusan : PERTAHANAN.. tapi, malah didikte oleh Anies dan Ganjar.
Selama jadi menhan ngapain aja? Joget mulu ? 😂"
@jovankun762,"Calon presiden yg menyerang ke personal menunjukkan pribadi yg kurang bagus jika dia menjadi presiden. Org yg penuh dendam bakal menghancurkan kemajuan yg sudah dicapai oleh presiden Jokowi, krn dia tidak suka terhadap presiden sebelumnya. Contoh sudah nyata dgn DKI Jakarta. Mengerikan."
@r.turnip6756,ada calon presiden memperomosikan kesejahteraan bagi rakyatnya sementara hartanya sendiri bisa menghidupi jutaan orang selama bertahun². Kalau mau jadi presiden saja mikirkan yang miskin:)
@haidaralhassni8800,Wowo gak nyambung emosian 😂😂😂
@odeyyunias2639,"Owalahhhg, jadi selama ini gitu"
@yunanidenizeryuna,Aduhh anisss pliss dehhh...bapak prabowo sabar yaaaa....masya allah aja allah menguji umat y smpe kiamat...jd yahh byk2 menghela nafas aja...
@keyy_h,"HANYA ANIES YG SIGAP TEPAT SASARAN MENANGGAPI PERSOALAN. GAK NGAWANG KAYAK YG LAIN. IBARAT KATA KITA LAGI KECOPETAN/KEMALINGAN, RT SETEMPAT MALAH SIBUK NGURUS CCTV TOK. KORBAN KEMALINGAN GAK DITANGGEPIN SAMA SEKALI"
@sungaedibna5643,Anis no 1
@alim1822,o
@dekiaryo8293,"MASIH BAGUS PAK ANIES BILANG BARANG BEKAS, DARI PADA CAWAPRES KAMU BILANG KEBUN BINATANG,"
@ayuandira8125,Bismillah sehat selalu pak prabowo. ❤
@ranndychenndraha-vp7fc,Nomor ☝ tetap dihati 💚💚💚
@Daniel-ph6fq,"Saran saya itu audiencenya ditutup kaca kedap suara saja... Jadi ga usah ada yel2 yg mengganggu debat. Dan kedua tolong KPU jika waktu sudah HABIs, microphone otomatis harus mati... Jgn keq kasus paslon 2, anies lg ngomong malah dipotong"
@AlfattBabe93,"Gak ad yg sempurna tp pilihlah yg pling sdkit mudoraty, liat rekam jejaky liat sumber harta kekayaanya, liat dominan kelompok org2 yg mendukungy .. sya jg dlu netral  tp skrng sya hrus bertindak mlihat dan memilih ntk kepentingan org banyak bkn mnguntungkan scra pribadi.."
@ennn_680,Hidup perabowo gibaran oke
@user-ie9he5sz4r,Prabowo:kita perlu kita perlu kita perlu kita perlu kita perlu kita perlu
@aldinova2254,"Kalau soal ngomong memamg mas anis ini luar biasa. Tp gimana bicara soal rumah DP nol persen janji sblm nya tdk ada terealisasi,Lalu soal gorong2 dll, Skrg beda lagi jawaban nya. Ngurus jakarta aja mencla mencle. Hasilnya ga sesuai harapan, Gimana mau urus indonesia. Hrs diakuin kalau mas Anis publik speaking no 1. Hasilnya tdk sesusi dengan kata2 nya, Tapi pak ganjar hadir dengan bicara tadi keluwesan pengetahuan nya masyarakat bisa nilai yg bertalenta dgn background gubernur yg skrg mimpin Jawa tengah dan kerja sudah terbukti.. maka masyarakat cerdas harus bs nilai kasih kesempatan pak ganjar untuk Indonesia maju..."
@muhammadrifkiridhani874,"Ganjar menguasai debat, anis nyerang Prabowo, Prabowo fokus terhadap negara"
@agitarahayu812,Ya Allah semoga pak Prabowo yang menang di tahun ini ❤❤❤❤❤ ..
@bundaagil3501,Amin no 1
@fendyrachmad7720,emng paling kliatan yg paling jago klo soal depan layar 😂
@ronnygunawan7884,Bowo dikerumuni napa tu 😅
@bajaklaut03,"ANIS LIDAH,Y TAK BERADAB ..... MULUT MANIS TAPI HATI,Y LICIK"
@muhammadroni7884,"Kok acara debat paslon nya ngatakan banyak yg sependapat,ya namanya debt ya bantah lah bukan untuk menyatukan hati 😅"
@ennaamerry7103,All in Prabowo ✌🏻
@user-kt3dq9ho2u,"They took it personal lol, i don't like this debate"
@ardianzamora3452,Si temperamen😂
@ReruntuhanMaunaloa,Ko bisa bisa ngomong lemah ke Gaza tanda kutip P 😭 .
@haddat-jt8wh,"Anis gak faham tentang kemanan negara,"
@ibnusatrowijoyo-om7hh,"Ayoo setelah debat, saatnya buzzer bekerja 🤣🎉."
@muhammadmahmud6210,Wowo kok marah
@samitoMito-pv1hs,Debat capres prabowo diserang trs..teraniaya sy pindah no2 aja lahh..kasian
@gadgetorialtv8192,Erick Ten Hag paling mantep
@MdawaUsifa-fy4rw,Si Bowo gaya Amat si cara ngomongnya ke pak Anies Baswedan..kalau ke Ganjar agak kalemmm cara bicaranya
@paradox_88,COBA VOTE PASLON MANA YANG TERLIHAT PALING TERBANTAI DI DEBAT INI😂😂😂
@muhammadzidan9144,Orang pinter santun dan berwawasan luas dan baik hati sabar pilih 01 ❤❤❤. Yg emosian gak cocok jadi presiden 😂
@adrongx,"Ber dua sok2an paham terkait alutsista, lha wong prabowo pakarnya… pesawat bekas bukan hina seperti kancut bekas… drpd sukoi umur udh 40 thn ya mending mirage sambil nunggu pesawat rafa datang… 
Kalau saya lihat anis dan ganjar tidak paham betul, tetapi tidak mau kalah, akhirnya ngawur aja drpd kalah"
@jatuhkeatas_2059,"diumpan anies, di finishing ganjar wkwkw"
@mrbonesgaming2336,"jiwa nasionalismu benar benar besar, kau tunjukan bahwa kau benar benar seorang negarawan yang cinta tanah air, keamanan rakyat dan bangsa tidak boleh dibicarakan dengan sesederhana itu, masih adakah orang seperti mu di negri ini? insyaallah pak prabowo jadi presiden"
@putieffendy1941,"Pak perabowo merasa di jatuhkan anies lalu berpihak ke pada ganjar , terlalu arogan untuk calon seorang pemimpin negara, mohon maaf pak prabowo untuk seorang pemimpin negri kewibawaan dalam berbicara serta kecerdasan dalam penyampaian adalah hal penting yg harus terdengar oleh rakyat, karna rakyat butuh sesuatu yg tegas dan nyata bukan pemimpin yg bercanda 🙏🏻"
@user-ie9he5sz4r,Prabowo selalu setuju Ganjar artinya Ganjar tidak dianggap Prabowo
@ridwanridwan7023,Kalo kalian pernah dengar kata Ridwan Kamil tentang Prabowo mah santai pasti kalian tetap di no dua😂😂
@HendraSurbakti-fi1oh,Katanya dana untuk pertahanan mau ditambah si anies kalau dia jadi presiden..tapi wakil nya bilang dana untuk pertahanan atau militer di belikan alat pertanian saja..yg mana sih yg benar..capres sama cawapresnya gak singkron gitu..apa kalau terpilih nanti NKRI ini mau dibagi 2 ya..capres setengah cawapres setengah🤣🤣🤣🤣🤣
@metavionika8567,Semaakin bingung. Yang jelas ga akan pilih no 3 😊
@baiqaleacahayaoffical3834,Insyaallah AMIN presiden 2024
@citrahana6424,all in anis jadi ketua rt
@anggiagustian6080,"Pelajaran politik dari Nabi Muhammad SAW yang menarik untuk dikaji dan dijadikan pegangan. Salah satu di antaranya ialah Nabi tidak pernah merespon positif terhadap sahabat-sahabatnya, termasuk anggota keluarganya yang meminta jabatan atau kelihatan terlalu ambisi untuk menjadi pemimpin.

Beberapa hadis Nabi menjelaskan hal ini, antara lain sebagai berikut:Dari abdurrahman bin Samurah, bahwasanya Nabi bersabda: Wahai Abdurrahman, janganlah engkau meminta jabatan kepemimpinan. Karena jika engkau diberi karena memintanya, niscaya akan dibebankan kepadamu, dan tidak akan ditolong oleh Allah. Tetapi jika diberikan kepadamu tanpa memintanya, niscaya engkau akan ditolong oleh allah. (HR. Muslim, dalam kitab Shahih Muslim, Jilid 6, hal. 5).

Dalam hadis lain dijelaskan: Dari Abu Hurairah, mengatakan: Nabi bersabda: Sesungguhnya kalian akan sangat berambisi terhadap jabatan/kekuasaan, dan sesungguhnya jabatan/kekuasaan itu di hari kiamat akan menjadi kerugian dan penyesalan. (HR. Ahmad, dalam Kitabnya, Al Musnad, Jilid16, hal.140).

Dalam kitab Fath Al Bari’ karya Ibn Hajar Al‘ Asqallani dijelaskan, orang yang berambisi untuk meraih jabatan kepemimpinan merupakan salah satu faktor yang dapat mendorong lahirnya fitnah, dapat menyebabkan pertumpahan darah, penjarahan, dan pemerkosaan, dan pada akhirnya menjadi penyebab kerusakan lingkungan alam dan lingkungan sosial.

Dalam syarah kitab Riyadh Al Shalihin, sebuah kitab yang disusun oleh Syekh Al Nawawi yang sangat masyhur di pondok-pondok pesantren dijelaskan seseorang yang meminta jabatan biasanya karena ingin mempromosikan dirinya di hadapan orang banyak. Kemudian menguasai mereka, lalu memerintah dan membatasi mereka. Ia menegaskan bahwa orang yang ambisi jabatan berpotensi menyengsarakan masyarakat. ***"
@wahyuewe2339,"debat hanya untuk orang pandai bicara, bukan pandai bekerja 02 gass"
@abangrafifbercerita,Bonyok no. 2
@yositralala5039,"Pak prabowo kelihatan banget kecewanya, beliau benar2 kecewa bab pertahanan kog dibahas diforum debat,. Padahal itu adalah rahasia negara."
@user-ie9he5sz4r,Prabowo kita tidak boleh kita tidak boleh
@infokedaikopi2683,"w dari kemaren masi bingung pilih siapa, di debat ini w hapus no 2 dari pilihan w, nomor 3 sama nomor 1 di debat ini luar biasa sih, ganjar ga w sangka bagus ternyata walaupun banyak kasus yang belom beres wkwkwk"
@muhammadrivan6678,"Prabowo emosi terus njirrr,ngeri juga kalo jadi presiden😃"
@Mukhtar_bei,Prabowo go presiden
@samitoMito-pv1hs,Gusdur idola saya...tetep prabowo
@placargobatam7352,Fakta DP 0% anies sudah busuk. Skr anies memutarbalikkan fakta seolah² dia benar. Lucu lihat kelakuan anies!!
@Ekowi478,"Saat ini saya netral,bukan pendukung siapapun tapi nanti saya akan memilh paslon yg saya harap mmpu demi NKRI.
Hanya saja sy tidak suka jika masing 2 paslon menyerang paslon lain dg materi2 yg cenderung bersifat menjatuhkn tanpa mengetahui permasalahan yg sbnrnya.
Saya itu bagian dari rakyat indonesia lo.....Yg sudah hafal dg perilaku calon pejabat negara saat akan berangkat hingga sdah mnjadi pejabat.
Banyakj yg meleset dari bibir manisnya.

Apa begini saja dari pada eneg   lihat yg gitu2 saja,kita buat pilpres sendri.
Paslon nya ada tiga,dan jadi presiden semua nanti.
Tapi ya itu.....
1. Presiden Waktu indonesia barat.
2.Presiden waktu indonsia tengah.
3. Presden waktu indnsia timur."
@chandraputraoktav,"Wowo diserang anis, wowo baik2in ganjar jadi sekutu, last timeeeww ganjar terang²an beri score 5 buat wowo range 1-10 AWOKWOKWOKKKOSONKKKK !!"
@rahmasatria1226,Prabowo josss
@bajaklaut03,SEMAKIN D SERANG SEMAKIN YAKIN PRABOWO-GIBRAN MENANG SATU PUTARAN
@ChristineYulia,Saya gak nyangka tema pertahanan tapi pa prabowo gak bisa menguasai panggung. Jadi ragu saya milih prabowo.  👺👺👺👺
@febrihasanto7459,"Kalo di perhatikan visi misi pak prabowo itu ingin mencetak orang2 pintar dan genius untuk bangsa indonesia, paslon 1 cuma pinter ngomong doang di kira gampang defend dr siber attack, dia ga sadar sdm indonesia sndiri masih tertinggal dr negara2 lain, makanya pak prabowo bangun universitas untuk mencetak org2 cerdas, president ga bisa kerja sendiri, president butuh rakyat, president butuh orang2 cerdas untuk bisa maju. 
Negara lain sangat takut kalau bapak jd president karna bapak sangat mengerti geopolitik indonesia ."
@elinhorowura,Mari pilih secara JURDIL🎉
@elinhorowura,Mari pilih secara JURDIL🎉
@user-ie9he5sz4r,Prabowo:kita akan kita akan kita akan kita akan kita akan kita akan kita akan
@dendiopian1366,"Apapun kata netizen, saya tetap dukung pa prabowo untuk di rumah saja😊 biarkan saja pa anies Yg memikul beban berat masyarakat Indônèsia😏"
@wildansyauqi1804,Ganjar man of the match sih
@elinhorowura,"Gak ada pemimpin yg sempurna di dunia ini
Setiap pemimpin memiliki gaya kepemimpinan yg berbeda.
 Selama pertahanan negara aman, hukum dipertegas ( yg artinya sakral : gigi ganti gigi, nyawa ganti nyawa) , pasti dijamin tidak ada yg namax korupsi dan kemiskinan yg membrutal dirakyat pelosok.
Negara kita makmur 🙏🏼😇👏🏼"
@Channel_go,02
@arisusanto2753,"Anies Presidenku
Prabowo menhanku
Ganjar Gubernurku

Amienkan yooooookkkkkk"
@yositralala5039,"Hmb..... Bicara etika muluuuuu, benar2 tidak punya kaca deh dirumah, dr awal udah nyenggol2 yg ngangkat namanya dulu
Kacang lupa kulitnya, benar2 g patut banget sih etikanya"
@havefunofficial01,RAKYAT YG PUNYA AKAL DAN HATI PILIH ANIES DOONG😊😊😊
@user-ie9he5sz4r,Ganjar Pranowo cuma jadi anak bawang.😂
@obbysaputra,❤❤❤🎉
@agungsusantosanto3198,maju terus pak prabowo    jossht
@harkaharka3985,"Sippp tetap amin
Katakanlah yang benar meskipun pahit"
@Ahmad.1215,Amin the next presiden RI
@adiswasono4208,Yang jelas pak prabowo orang paling ikhlas di Indonesia...itu kata alm.Gusdur...bravo prabowo❤...
@theosumardi9429,"percaya sm gua, AMIN bakal dapet suara paling rendah nnti, strategy amin cuma pgn prabowo terlihat buruk dgn pancingannya, jadi memang yg diamankan itu pak ganjar, cuma gua sendiri udah anti banteng, cuma ini pak ganjar huhu semoga ada momen pdip hilang ajalah waktu pemilu biar gua pastiin milih pak ganjar"
@weningwiwid3828,"kenapa pak Prabowo kalau debat sama Anis tidak sesantun kalau menanggapi Ganjar ya
apa karena pak Anis itu pernah jadi bawahan Prabowo ya"
@wibukaminolepofficial,Siapapun presidennya saya tidak peduli. Yang menentukan nasib kita adalah kerja keras dari diri kita sendiri.
